报告ID,统一目录报告ID,发布日期,报告名称,官方文类,官方文号,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-EU-STOA-EPRS-STU-2022-729541,C-EU-STOA-EPRS-STU-2022-729541,2022-07-25,Auditing the quality of datasets used in algorithmic decision-making systems,Study,EPRS_STU(2022)729541,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)729541,"Biases are commonly considered one of the most detrimental effects of artificial intelligence (AI) use. The EU is therefore committed to reducing their incidence as much as possible. However, the existence of biases pre-dates the creation of AI tools. All human societies are biased – AI only reproduces what we are. Therefore, opposing this technology for this reason would simply hide discrimination and not prevent it. It is up to human supervision to use all available means – which are many – to ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-729543,C-EU-STOA-EPRS-STU-2022-729543,2022-07-25,Ethical and societal challenges of the approaching technological storm,Study,EPRS_STU(2022)729543,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)729543,"Supported by the arrival of 5G and, soon 6G, digital technologies are evolving towards an artificial intelligence-driven internet of robotic and bionano things. The merging of artificial intelligence (AI) with other technologies such as the internet of things (IoT) gives rise to acronyms such as 'AIoT', 'IoRT' (IoT and robotics) and 'IoBNT' (IoT and bionano technology). Blockchain, augmented reality and virtual reality add even more technological options to the mix. Smart bodies, smart homes, smart ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-729549,C-EU-STOA-EPRS-ATA-2022-729549,2022-09-15,What if AI could make the agri-food sector more resilient?,At a Glance,EPRS_ATA(2022)729549,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)729549,"Artificial intelligence (AI) has been the subject of such strong political and social debate that the question of its suitability for its main original purpose – improving supply chain efficiency – may come as a surprise. What if AI really could help strategic sectors cope with pressure? More specifically, could the agri-food sector benefit from this technology to compensate for the shortages broadly forecast as a result of today's crises?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-729550,C-EU-STOA-EPRS-ATA-2022-729550,2022-10-06,What if everyone spoke the same language?,At a Glance,EPRS_ATA(2022)729550,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)729550,"One language disappears every two weeks, and up to 90 % of existing languages could be gone by the turn of the century. Globalisation, social and economic pressures and political options can determine whether a language survives. Multilingualism is a cornerstone of the European project, with 24 official and 60 minority languages. In a digital era, ensuring digital language equality can help preserve linguistic diversity.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2022-737114,C-EU-STOA-EPRS-STU-2022-737114,2022-10-19,Fostering coherence in EU health research: Strengthening EU research for better health,Study,EPRS_STU(2022)737114,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2022)737114,"The COVID 19 pandemic prompted reinforced investment in health research, to support rapid research and innovation for vaccine development and health care measures. The European Union response highlighted strengths and weaknesses in EU research organisation and funding. Over time, EU investment in health research has been aimed at increasing knowledge and transfer of knowledge into innovation, for better health. To this end, several instruments have been developed, but the impact of these efforts ...",轻量总目录,已进入精选全文；按官方PDF、页面HTML、提取文本和科技创新切片调用,2026-08-23
C-EU-STOA-EPRS-ATA-2022-729544,C-EU-STOA-EPRS-ATA-2022-729544,2022-11-16,What if a 'Trojan horse' strategy could help address antimicrobial resistance?,At a Glance,EPRS_ATA(2022)729544,支撑,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)729544,"Antimicrobial-resistant infections are predicted to become the second biggest cause of death worldwide by 2050. Despite increasing investment in the development of new antimicrobials, awareness campaigns on antimicrobial misuse and abuse, and monitoring of antimicrobial use and resistance in animals, humans and the environment, antimicrobial resistance continues to grow and the last three decades have not seen even one novel antimicrobial class reach the market. Could the answer lie in a 'Trojan ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-737121,C-EU-STOA-EPRS-ATA-2022-737121,2022-12-08,What if quantum technologies were to revolutionise healthcare?,At a Glance,EPRS_ATA(2022)737121,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)737121,"Quantum technologies could be a game-changer in the digital transformation of health care. By enabling much faster and more complex data analysis, they could open the door to the accelerated discovery and development of novel therapeutics, improved diagnostics and treatments, including for rare and complex diseases, genuinely personalised medicine, and better data-driven health policy planning. However, as is also the case in other sectors, quantum technologies come with risks, particularly to cybersecurity ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-737129,C-EU-STOA-EPRS-ATA-2022-737129,2022-12-15,Towards a new EU pharmaceutical strategy,At a Glance,EPRS_ATA(2022)737129,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)737129,"The European Commission plans to launch its revised EU pharmaceutical package in the first quarter of 2023. Ahead of its release, two recent STOA studies offer insight to inform upcoming Parliamentary discussions. Fragmentation of EU health research and development, lack of transparency and a translation gap between public investment and clinical output are among the weaknesses identified. Possible solutions include the creation of large-scale European biomedical infrastructure, and a series of targeted ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2022-737130,C-EU-STOA-EPRS-ATA-2022-737130,2022-12-15,What if we grew plants vertically?,At a Glance,EPRS_ATA(2022)737130,语境,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2022)737130,"By 2050, an estimated two thirds of the world population will live in urban areas. Could vertical farming help feed this growing urban population sustainably by reducing the demand for agricultural land and shortening the travel distance between food production and consumption?",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-STU-2023-737128,C-EU-STOA-EPRS-STU-2023-737128,2023-02-13,Social approach to the transition to smart cities,Study,EPRS_STU(2023)737128,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_STU(2023)737128,"This study explores the main impacts of the smart city transition on our cities and, in particular, on citizens and territories. In our research, we start from an analysis of smart city use cases to identify a set of key challenges, and elaborate on the main accelerating factors that may amplify or contain their impact on particular groups and territories. We then present an account of best practices that can help mitigate or prevent such challenges, and make some general observations on their scalability ...",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
C-EU-STOA-EPRS-ATA-2023-740227,C-EU-STOA-EPRS-ATA-2023-740227,2023-02-23,What if increased energy storage could help fix climate change?,At a Glance,EPRS_ATA(2023)740227,核心,否,https://www.europarl.europa.eu/stoa/en/document/EPRS_ATA(2023)740227,"The European Union is committed to achieving climate neutrality by 2050, which requires a drastic increase in the share of energy from renewable sources in the electricity mix. However, the availability of some renewable energy sources is variable and intermittent, creating concerns about system reliability. Devising new energy storage capacities could solve this issue and contribute to the EU's climate neutrality goal.",轻量总目录,按科技创新机制、中国比较、跨期转向和独立方法定点精选,2026-08-23
