报告ID,官方记录ID,官方分类代码,韩文报告类型,发布日期,观察窗,韩文题名,作者,语言,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片,字节数,SHA256,PDF页数,提取文本字符数,文本质量,本地状态,错误,获取日期
C-STEPI-A0201-1075,1075,A0201,정책연구,2022-12-30,W3,2022 K-Innovation Partnership Program with Indonesia,과학기술정책연구원,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1075,https://www.stepi.re.kr/common/report/Download.do?reIdx=1075&streFileNm=56fe95a6-03b8-4e05-a2e8-215576d2082b.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1075.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1075.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1075.md,6114571,8f4c27eba4d4e934632386ad0f679cc6651d02194af67b4156a8faf7aacf9ff5,236,406019,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1076,1076,A0201,정책연구,2022-12-30,W3,2022 K-Innovation Partnership Program with Cambodia,과학기술정책연구원,韩文,机构正式研究,科技创新政策与能力基线,科技创新政策与研究体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1076,https://www.stepi.re.kr/common/report/Download.do?reIdx=1076&streFileNm=e2827601-3cec-4def-b823-4ae5b05e9adc.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1076.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1076.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1076.md,11462602,b66b033255302b6983a57d0ee09dbd1b88cccd296fd5fee7e5469284065fbc40,242,300073,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1077,1077,A0201,정책연구,2022-12-30,W3,2022 K-Innovation Partnership Program with Perú,과학기술정책연구원,韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1077,https://www.stepi.re.kr/common/report/Download.do?reIdx=1077&streFileNm=8f4275fb-afff-41cd-ae8f-33d8432b542f.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1077.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1077.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1077.md,5737508,a50a19f8cfb3bb7e704c7daeba9b82191e61f04e4d8aa7cee3e97bc43d6dc495,250,392624,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1078,1078,A0201,정책연구,2023-11-30,W3,기술보호·기술동맹주의에 대응하는 과학기술 국제협력전략,"김종선
										
										외 8명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；半导体、量子与战略技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1078,https://www.stepi.re.kr/common/report/Download.do?reIdx=1078&streFileNm=2d93d790-a4d7-48d1-8874-b6a3d8024a07.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1078.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1078.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1078.md,2917080,24bcfd996f9531c1fb939c12a71ee0108c098244b8ea81d6737655f8b06ef16c,203,236028,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1079,1079,A0201,정책연구,2023-11-30,W3,임무중심 국가과학기술혁신정책 전환방안 연구Ⅱ,"이혁
										
										외 12명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1079,https://www.stepi.re.kr/common/report/Download.do?reIdx=1079&streFileNm=d239e888-46cf-4d0c-b6b3-09e283e69ec3.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1079.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1079.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1079.md,9029382,0060f09110fb6c5ff043a3e0d8ca8126fa1203ff7a4dc97a85c9710e8e84eb00,434,479334,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1080,1080,A0201,정책연구,2023-11-30,W3,민간 중심의 정부 R&D 지원방식 다양화에 관한 연구,"김선우
										
										외 13명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1080,https://www.stepi.re.kr/common/report/Download.do?reIdx=1080&streFileNm=45f61139-33c4-44a7-ac39-8706cb192542.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1080.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1080.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1080.md,4197304,edb8e08f7bad390cabefbd327a741ca040d84faafb4959154d1d4deed60df91e,306,324537,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1081,1081,A0201,정책연구,2023-11-30,W3,혁신수용성을 고려한 기술-사회 혁신생태계 조성방안 연구,"서지영
										
										외 8명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1081,https://www.stepi.re.kr/common/report/Download.do?reIdx=1081&streFileNm=6b2b3143-c24f-4770-a9f5-f72ff771b4d7.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1081.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1081.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1081.md,3823249,c809df5eb1b56caa5f1e8701803a3d9634a37b0abf5e096d536ecb6629dcfaa7,283,304269,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1083,1083,A0201,정책연구,2023-11-30,W3,데이터 플랫폼 정책 진단과 생태계 구축을 위한 고도화 전략,"정일영
										
										외 11명",韩文,机构正式研究,核心科技直接材料,人工智能、数据与数字技术；科研体系、研发投入与评价；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1083,https://www.stepi.re.kr/common/report/Download.do?reIdx=1083&streFileNm=6079b6ee-85fe-46b1-86fb-13963c7bc0c4.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1083.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1083.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1083.md,6214742,f594a1c402bbed35ccd01d38c37830b50a08e43fa82321e1b9c968d7253b268f,319,332261,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1084,1084,A0201,정책연구,2023-12-31,W3,탄소중립 대응을 위한 국가 혁신정책 진단과 개선방안 연구,"박동운
										
										외 7명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1084,https://www.stepi.re.kr/common/report/Download.do?reIdx=1084&streFileNm=54b478ff-81d8-460d-8800-e690367651b2.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1084.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1084.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1084.md,13164613,997372294ba398d8ce6fe5dbdbfb76c3c2b21e8dd5d6af04efe800da21c0c756,233,241799,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1085,1085,A0201,정책연구,2023-11-30,W3,공공연구기관 기술스케일업(Scale-up) 펀드 도입에 관한 연구,"손수정
										
										외 5명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1085,https://www.stepi.re.kr/common/report/Download.do?reIdx=1085&streFileNm=764240fa-3f3d-4e02-81f9-2895932a69cb.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1085.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1085.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1085.md,2064498,920a6c516cd8b46dfe56da8602a9521ab3226701452e791ef45c67939dc599d9,179,192639,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1086,1086,A0201,정책연구,2023-11-30,W3,혁신적 성과 창출 중심의 산학연 협력체계 구축 및 제도 개선방안,"이민형
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1086,https://www.stepi.re.kr/common/report/Download.do?reIdx=1086&streFileNm=093ea76a-3d71-4502-adc9-86f0b98a71a7.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1086.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1086.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1086.md,3885509,f24351372a6b032d8ae96bc6925b9b999d82f23b1ed1652d62f5f26a95fb1c7c,284,290545,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1087,1087,A0201,정책연구,2023-11-30,W3,초고령사회 대응을 위한 ‘과학기술‧사회혁신 융합형 돌봄혁신’ 방안,"성지은
										
										외 7명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；生命科学、生物技术与健康；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1087,https://www.stepi.re.kr/common/report/Download.do?reIdx=1087&streFileNm=91bada4b-e206-4a5e-bc75-daf78ac4ec6d.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1087.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1087.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1087.md,15635756,3df72ba5acc2922ef010ccbaa6f03b21bb778c7bd9cfd3be96e8d50b45234b5a,219,193817,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1089,1089,A0201,정책연구,2023-11-30,W3,남북공동경제발전계획 수립을 위한 과학기술 전략 모색,"김종선
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；人工智能、数据与数字技术；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1089,https://www.stepi.re.kr/common/report/Download.do?reIdx=1089&streFileNm=71303600-5647-4fcb-88e0-7cd3e964e07d.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1089.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1089.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1089.md,1524608,58aea1d8c21ec906c30fa4ed8edd3723638164d9fa60d837143c79b442d80969,128,134824,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1090,1090,A0201,정책연구,2023-11-30,W3,한-미 전략적 경제·기술 파트너십 구축을 위한 협력 방안 연구,"김용기
										
										외 4명",韩文,机构正式研究,科技创新政策与能力基线,人工智能、数据与数字技术；半导体、量子与战略技术；科研体系、研发投入与评价；技术安全、供应链与国际合作,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1090,https://www.stepi.re.kr/common/report/Download.do?reIdx=1090&streFileNm=e990413e-e5c8-49e4-be7e-e0894fc44b08.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1090.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1090.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1090.md,2166978,2686d2326a0442b32d8d75b59f5256530840725d48e596e7da6c830389fdded5,204,255387,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1091,1091,A0201,정책연구,2023-11-30,W3,신산업분야 안전성 검증체계 고도화 방안,"최해옥
										
										외 3명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；能源、气候与绿色转型；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1091,https://www.stepi.re.kr/common/report/Download.do?reIdx=1091&streFileNm=c4dbddc8-762e-48dd-ad15-97ccacb51ebd.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1091.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1091.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1091.md,2848334,04798fa4814079e851fb976ad0f2b4576bccce5fb93396076eb7a7f5910a8b5e,194,222389,可检索文本,官方PDF已保存并校验,,2026-08-22
C-STEPI-A0201-1092,1092,A0201,정책연구,2023-11-30,W3,연구안보에 관한 주요국 정책 비교분석과 국내 대응 방향 연구,"선인경
										
										외 4명",韩文,机构正式研究,科技创新政策与能力基线,中国科技与国际比较；科研体系、研发投入与评价；科技人才、大学与知识流动；产业创新、创业与区域体系；技术安全、供应链与国际合作；科技前瞻与未来社会,https://www.stepi.re.kr/site/stepiko/report/View.do?reIdx=1092,https://www.stepi.re.kr/common/report/Download.do?reIdx=1092&streFileNm=2fe11e44-0007-4968-8cee-7302bbd7cb79.pdf&cateCont=A0201&purpose=&jobGroup=,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-STEPI-A0201-1092.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-STEPI-A0201-1092.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-STEPI-A0201-1092.md,4365418,152ae565648e102b8e0eb816712ed519ac54fb24580841f375313d67495ff548,267,292680,可检索文本,官方PDF已保存并校验,,2026-08-22
