主题标签,中国关联层级,科技关联层级,报告ID,发布日期,观察窗,材料类型,报告名称,资料角色,本地原始资产,本地文本,官方落地页
网络安全与数字治理,区域技术基线,核心科技直接材料,C-NBR-D96FAA005C,2025-09-04,W3,NBR政策简报,AI Governance in India,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-D96FAA005C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-D96FAA005C.txt,https://www.nbr.org/publication/ai-governance-in-india/
技术供应链与出口管制,区域技术基线,核心科技直接材料,C-NBR-D96FAA005C,2025-09-04,W3,NBR政策简报,AI Governance in India,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-D96FAA005C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-D96FAA005C.txt,https://www.nbr.org/publication/ai-governance-in-india/
创新体系、标准与知识产权,区域技术基线,核心科技直接材料,C-NBR-D96FAA005C,2025-09-04,W3,NBR政策简报,AI Governance in India,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-D96FAA005C.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-D96FAA005C.txt,https://www.nbr.org/publication/ai-governance-in-india/
人工智能、芯片与算力,含中国比较的印太技术材料,核心科技直接材料,C-NBR-7EF054E4B6,2025-09-26,W3,NBR论文,The Case for U.S. Leadership on Global Data Governance,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-7EF054E4B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-7EF054E4B6.txt,https://www.nbr.org/publication/the-case-for-u-s-leadership-on-global-data-governance/
网络安全与数字治理,含中国比较的印太技术材料,核心科技直接材料,C-NBR-7EF054E4B6,2025-09-26,W3,NBR论文,The Case for U.S. Leadership on Global Data Governance,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-7EF054E4B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-7EF054E4B6.txt,https://www.nbr.org/publication/the-case-for-u-s-leadership-on-global-data-governance/
技术供应链与出口管制,含中国比较的印太技术材料,核心科技直接材料,C-NBR-7EF054E4B6,2025-09-26,W3,NBR论文,The Case for U.S. Leadership on Global Data Governance,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-7EF054E4B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-7EF054E4B6.txt,https://www.nbr.org/publication/the-case-for-u-s-leadership-on-global-data-governance/
创新体系、标准与知识产权,含中国比较的印太技术材料,核心科技直接材料,C-NBR-7EF054E4B6,2025-09-26,W3,NBR论文,The Case for U.S. Leadership on Global Data Governance,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-7EF054E4B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-7EF054E4B6.txt,https://www.nbr.org/publication/the-case-for-u-s-leadership-on-global-data-governance/
生物、量子及其他前沿技术,含中国比较的印太技术材料,核心科技直接材料,C-NBR-7EF054E4B6,2025-09-26,W3,NBR论文,The Case for U.S. Leadership on Global Data Governance,作者评论或论文,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-7EF054E4B6.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-7EF054E4B6.txt,https://www.nbr.org/publication/the-case-for-u-s-leadership-on-global-data-governance/
人工智能、芯片与算力,直接涉华科技,核心科技直接材料,C-NBR-93FD504C85,2025-09-29,W3,NBR访谈,The Outlook for China’s AI Industry: Adoption and Applications,作者访谈,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93FD504C85.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93FD504C85.txt,https://www.nbr.org/publication/the-outlook-for-chinas-ai-industry-adoption-and-applications/
网络安全与数字治理,直接涉华科技,核心科技直接材料,C-NBR-93FD504C85,2025-09-29,W3,NBR访谈,The Outlook for China’s AI Industry: Adoption and Applications,作者访谈,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93FD504C85.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93FD504C85.txt,https://www.nbr.org/publication/the-outlook-for-chinas-ai-industry-adoption-and-applications/
技术供应链与出口管制,直接涉华科技,核心科技直接材料,C-NBR-93FD504C85,2025-09-29,W3,NBR访谈,The Outlook for China’s AI Industry: Adoption and Applications,作者访谈,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93FD504C85.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93FD504C85.txt,https://www.nbr.org/publication/the-outlook-for-chinas-ai-industry-adoption-and-applications/
创新体系、标准与知识产权,直接涉华科技,核心科技直接材料,C-NBR-93FD504C85,2025-09-29,W3,NBR访谈,The Outlook for China’s AI Industry: Adoption and Applications,作者访谈,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93FD504C85.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\网页文本\C-NBR-93FD504C85.txt,https://www.nbr.org/publication/the-outlook-for-chinas-ai-industry-adoption-and-applications/
技术供应链与出口管制,区域技术基线,核心科技直接材料,C-NBR-22C5AB4751,2025-10-31,W3,NBR政策简报,Changing U.S. Critical Minerals Policy and What It Means for Indonesia,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-22C5AB4751.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-22C5AB4751.txt,https://www.nbr.org/publication/changing-u-s-critical-minerals-policy-and-what-it-means-for-indonesia/
生物、量子及其他前沿技术,区域技术基线,核心科技直接材料,C-NBR-22C5AB4751,2025-10-31,W3,NBR政策简报,Changing U.S. Critical Minerals Policy and What It Means for Indonesia,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-22C5AB4751.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-22C5AB4751.txt,https://www.nbr.org/publication/changing-u-s-critical-minerals-policy-and-what-it-means-for-indonesia/
人工智能、芯片与算力,区域技术基线,核心科技直接材料,C-NBR-BDE2949831,2025-10-31,W3,NBR政策简报,Indonesia's Strategy toward Critical Minerals and Cooperation with the United States,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-BDE2949831.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-BDE2949831.txt,https://www.nbr.org/publication/indonesias-strategy-toward-critical-minerals-and-cooperation-with-the-united-states/
网络安全与数字治理,区域技术基线,核心科技直接材料,C-NBR-BDE2949831,2025-10-31,W3,NBR政策简报,Indonesia's Strategy toward Critical Minerals and Cooperation with the United States,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-BDE2949831.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-BDE2949831.txt,https://www.nbr.org/publication/indonesias-strategy-toward-critical-minerals-and-cooperation-with-the-united-states/
技术供应链与出口管制,区域技术基线,核心科技直接材料,C-NBR-BDE2949831,2025-10-31,W3,NBR政策简报,Indonesia's Strategy toward Critical Minerals and Cooperation with the United States,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-BDE2949831.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-BDE2949831.txt,https://www.nbr.org/publication/indonesias-strategy-toward-critical-minerals-and-cooperation-with-the-united-states/
创新体系、标准与知识产权,区域技术基线,核心科技直接材料,C-NBR-BDE2949831,2025-10-31,W3,NBR政策简报,Indonesia's Strategy toward Critical Minerals and Cooperation with the United States,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-BDE2949831.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-BDE2949831.txt,https://www.nbr.org/publication/indonesias-strategy-toward-critical-minerals-and-cooperation-with-the-united-states/
生物、量子及其他前沿技术,区域技术基线,核心科技直接材料,C-NBR-BDE2949831,2025-10-31,W3,NBR政策简报,Indonesia's Strategy toward Critical Minerals and Cooperation with the United States,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-BDE2949831.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-BDE2949831.txt,https://www.nbr.org/publication/indonesias-strategy-toward-critical-minerals-and-cooperation-with-the-united-states/
人工智能、芯片与算力,含中国比较的印太技术材料,科技地缘经济基线,C-NBR-D4B98BA81A,2025-11-12,W3,NBR研究报告,Understanding the Impact of KFTC Enforcement on U.S. Firms Qualitative Evidence and Analysis,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-D4B98BA81A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-D4B98BA81A.txt,https://www.nbr.org/publication/understanding-the-impact-of-kftc-enforcement-on-u-s-firms-qualitative-evidence-and-analysis/
网络安全与数字治理,含中国比较的印太技术材料,科技地缘经济基线,C-NBR-D4B98BA81A,2025-11-12,W3,NBR研究报告,Understanding the Impact of KFTC Enforcement on U.S. Firms Qualitative Evidence and Analysis,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-D4B98BA81A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-D4B98BA81A.txt,https://www.nbr.org/publication/understanding-the-impact-of-kftc-enforcement-on-u-s-firms-qualitative-evidence-and-analysis/
技术供应链与出口管制,含中国比较的印太技术材料,科技地缘经济基线,C-NBR-D4B98BA81A,2025-11-12,W3,NBR研究报告,Understanding the Impact of KFTC Enforcement on U.S. Firms Qualitative Evidence and Analysis,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-D4B98BA81A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-D4B98BA81A.txt,https://www.nbr.org/publication/understanding-the-impact-of-kftc-enforcement-on-u-s-firms-qualitative-evidence-and-analysis/
创新体系、标准与知识产权,含中国比较的印太技术材料,科技地缘经济基线,C-NBR-D4B98BA81A,2025-11-12,W3,NBR研究报告,Understanding the Impact of KFTC Enforcement on U.S. Firms Qualitative Evidence and Analysis,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-D4B98BA81A.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-D4B98BA81A.txt,https://www.nbr.org/publication/understanding-the-impact-of-kftc-enforcement-on-u-s-firms-qualitative-evidence-and-analysis/
人工智能、芯片与算力,直接涉华科技,核心科技直接材料,C-NBR-04E33A0580,2025-11-17,W3,NBR政策简报,China’s Approach to AI Development and Governance,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-04E33A0580.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-04E33A0580.txt,https://www.nbr.org/publication/chinas-approach-to-ai-development-and-governance/
网络安全与数字治理,直接涉华科技,核心科技直接材料,C-NBR-04E33A0580,2025-11-17,W3,NBR政策简报,China’s Approach to AI Development and Governance,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-04E33A0580.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-04E33A0580.txt,https://www.nbr.org/publication/chinas-approach-to-ai-development-and-governance/
技术供应链与出口管制,直接涉华科技,核心科技直接材料,C-NBR-04E33A0580,2025-11-17,W3,NBR政策简报,China’s Approach to AI Development and Governance,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-04E33A0580.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-04E33A0580.txt,https://www.nbr.org/publication/chinas-approach-to-ai-development-and-governance/
创新体系、标准与知识产权,直接涉华科技,核心科技直接材料,C-NBR-04E33A0580,2025-11-17,W3,NBR政策简报,China’s Approach to AI Development and Governance,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-04E33A0580.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-04E33A0580.txt,https://www.nbr.org/publication/chinas-approach-to-ai-development-and-governance/
生物、量子及其他前沿技术,直接涉华科技,核心科技直接材料,C-NBR-04E33A0580,2025-11-17,W3,NBR政策简报,China’s Approach to AI Development and Governance,作者/项目正式研究,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-NBR-04E33A0580.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-NBR-04E33A0580.txt,https://www.nbr.org/publication/chinas-approach-to-ai-development-and-governance/
