报告ID,统一目录报告ID,WordPress记录ID,发布日期,报告名称,官方类型,科技创新相关度,中国直接信号,官方落地页,页面摘要,资料层级,全文策略,采集日期
C-FAS-2023-ONE-SMALL-STEP-ANTICIPATORY-DIPLOMACY-IN-OUTER-SPACE,C-FAS-2023-ONE-SMALL-STEP-ANTICIPATORY-DIPLOMACY-IN-OUTER-SPACE,22381,2023-06-08,One Small Step: Anticipatory Diplomacy in Outer Space,Policy Memo,语境,否,https://fas.org/publication/one-small-step-anticipatory-diplomacy-in-outer-space/,The United States should take the diplomatic lead in developing multilateral protocols to resolve conflicts and facilitate the peaceful development of a space mining sector.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-COLLABORATION-FOR-THE-FUTURE-OF-PUBLIC-AND-ACTIVE-TRANSPORTATION,C-FAS-2023-COLLABORATION-FOR-THE-FUTURE-OF-PUBLIC-AND-ACTIVE-TRANSPORTATION,22582,2023-06-15,Collaboration for the Future of Public and Active Transportation,Policy Memo,语境,否,https://fas.org/publication/collaboration-for-the-future-of-public-and-active-transportation/,Improving and expanding green public and active transportation will be crucial for equitably decarbonizing the transportation sector: here’s how the government can make funding for public transit from the IRA and IIJA go the extra mile.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-SAVE-LIVES-BY-MAKING-SMOKE-TRACKING-A-CORE-PART-OF-WILDLAND-FIRE-MANAGEMENT,C-FAS-2023-SAVE-LIVES-BY-MAKING-SMOKE-TRACKING-A-CORE-PART-OF-WILDLAND-FIRE-MANAGEMENT,22615,2023-06-16,Save Lives by Making Smoke Tracking a Core Part of Wildland Fire Management,Policy Memo,支撑,否,https://fas.org/publication/save-lives-by-making-smoke-tracking-a-core-part-of-wildland-fire-management/,Data infrastructure critical for identifying and minimizing smoke-related hazards is largely absent from our wildland fire management toolbox despite its life-saving potential.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-DATA-GOV-GUIDE,C-FAS-2023-DATA-GOV-GUIDE,37295,2023-06-20,Model Data Governance Policy & Practice Guide for Cities and Counties,Policy Memo,语境,否,https://fas.org/publication/data-gov-guide/,"As cities and counties discover ways to use, retain, and organize data, it is imperative to learn from one another as we consider the complex nature of governance.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-NEXT-GENERATION-FIRE-AND-VEGETATION-MODELING-FOR-A-HOT-AND-DRY-FUTURE,C-FAS-2023-NEXT-GENERATION-FIRE-AND-VEGETATION-MODELING-FOR-A-HOT-AND-DRY-FUTURE,23515,2023-06-20,Next-Generation Fire and Vegetation Modeling for a Hot and Dry Future,Policy Memo,语境,否,https://fas.org/publication/next-generation-fire-and-vegetation-modeling-for-a-hot-and-dry-future/,"Our current models cannot predict this extreme fire behavior—nor can they reproduce recent catastrophic wildfires, making them likely to fail at predicting future wildfires or determining when it is safe to light prescribed fires.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-HEALTH-CARE-COVERAGE-FOR-THE-INCARCERATED-POPULATION-TO-REDUCE-OPIOID-RELATED-RELAPSE-OVERDOSE-AND-RECIDI,C-FAS-2023-HEALTH-CARE-COVERAGE-FOR-THE-INCARCERATED-POPULATION-TO-REDUCE-OPIOID-RELATED-RELAPSE-OVERDOSE-AND-RECIDI,23639,2023-06-26,"Health Care Coverage for the Incarcerated Population to Reduce Opioid-Related Relapse, Overdose, and Recidivism Rates",Policy Memo,语境,否,https://fas.org/publication/health-care-coverage-for-the-incarcerated-population-to-reduce-opioid-related-relapse-overdose-and-recidivism-rates/,"To address the opioid crisis, DOJ and CMS should facilitate the accessibility of medication for opioid use disorders and train professionals.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-PROTECTING-CONSUMERS-BY-REFORMING-FOOD-LABELING-REGULATIONS,C-FAS-2023-PROTECTING-CONSUMERS-BY-REFORMING-FOOD-LABELING-REGULATIONS,23702,2023-06-29,Protecting Consumers by Reforming Food Labeling Regulations,Policy Memo,语境,否,https://fas.org/publication/protecting-consumers-by-reforming-food-labeling-regulations/,Comprehensive food labeling regulation reform can help consumers avoid deceptive marketing and allow farmers and grocers to compete fairly.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-NUCLEAR-NOTEBOOK-FRENCH-NUCLEAR-WEAPONS-2023,C-FAS-2023-NUCLEAR-NOTEBOOK-FRENCH-NUCLEAR-WEAPONS-2023,24241,2023-07-19,"Nuclear Notebook: French Nuclear Weapons, 2023",Report,语境,否,https://fas.org/publication/nuclear-notebook-french-nuclear-weapons-2023/,The FAS Nuclear Notebook is one of the most widely sourced reference materials worldwide for reliable information about the status of nuclear weapons and has been published in the Bulletin of the Atomic Scientists since 1987. The Nuclear Notebook is researched and written by the staff of the Federation of American Scientists’ Nuclear Information Project: Director Hans […],FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-NATIONAL-MINIMUM-TRAINING-STANDARDS-LAW-ENFORCEMENT,C-FAS-2023-NATIONAL-MINIMUM-TRAINING-STANDARDS-LAW-ENFORCEMENT,24227,2023-07-19,Training for Safety and Success: Research & National Minimum Training Standards for Law Enforcement,Policy Memo,核心,否,https://fas.org/publication/national-minimum-training-standards-law-enforcement/,"To make communities safer and law enforcement officers more successful, the Biden-Harris Administration should create a national minimum standard for entry-level academy training.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-COORDINATING-GOVERNMENT-BIOECONOMY,C-FAS-2023-COORDINATING-GOVERNMENT-BIOECONOMY,24334,2023-07-24,Coordinating the U.S. Government Approach to the Bioeconomy,Policy Memo,核心,否,https://fas.org/publication/coordinating-government-bioeconomy/,"To achieve a durable and strategic interagency approach to the bioeconomy, OSTP should establish a Bioeconomy Initiative Coordination Office to coordinate strategic U.S. government investments in the bioeconomy.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-STATE-OF-THE-FEDERAL-CLEAN-ENERGY-WORKFORCE,C-FAS-2023-STATE-OF-THE-FEDERAL-CLEAN-ENERGY-WORKFORCE,24542,2023-07-31,State of the Federal Clean Energy Workforce,Report,支撑,否,https://fas.org/publication/state-of-the-federal-clean-energy-workforce/,"DOE has made significant progress towards its clean energy talent and implementation goals, but there is more progress to be made.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-OTHER-TRANSACTIONS-ACCELERATE-THE-CLEAN-ENERGY-TRANSITION,C-FAS-2023-OTHER-TRANSACTIONS-ACCELERATE-THE-CLEAN-ENERGY-TRANSITION,24528,2023-07-31,Using Other Transactions at DOE to Accelerate the Clean Energy Transition,Policy Memo,支撑,否,https://fas.org/publication/other-transactions-accelerate-the-clean-energy-transition/,The DOE should use the full authority granted to it by Congress in executing other transactions to advance the clean energy transition and develop secure energy infrastructure in line with their agency mission.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-CLIMATE-SMART-CATTLE,C-FAS-2023-CLIMATE-SMART-CATTLE,24677,2023-08-07,"Climate-Smart Cattle: US Research and Development Will Improve Animal Productivity, Address Greenhouse Gases, and Hasten Additional Market Solutions",Policy Memo,核心,否,https://fas.org/publication/climate-smart-cattle/,"One-third of U.S. anthropogenic methane emissions come from cattle and other ruminants, and addressing these emissions could lead to a 3% decrease in the U.S. greenhouse gas footprint.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-TALENT-PIPELINE-FOR-THE-CLEAN-ENERGY-TRANSITION,C-FAS-2023-TALENT-PIPELINE-FOR-THE-CLEAN-ENERGY-TRANSITION,25031,2023-08-16,Aligning U.S. Workforce Investment for Energy Security and Supply Chain Resilience,Policy Memo,支撑,否,https://fas.org/publication/talent-pipeline-for-the-clean-energy-transition/,Powering the clean energy transition is more important now than ever. Authors propose creating the Energy Security Workforce Training (ESWT) Initiative to align existing U.S. government support for education and training that will create resilient supply chains and address the green skills gap.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-LEVERAGING-POSITIVE-TIPPING-POINTS-TO-ACCELERATE-DECARBONIZATION,C-FAS-2023-LEVERAGING-POSITIVE-TIPPING-POINTS-TO-ACCELERATE-DECARBONIZATION,25120,2023-08-23,Leveraging Positive Tipping Points to Accelerate Decarbonization,Policy Memo,核心,否,https://fas.org/publication/leveraging-positive-tipping-points-to-accelerate-decarbonization/,The Biden Administration should undertake a three-pronged strategy for leveraging the power of positive tipping points to create a larger-than-anticipated return on investment in the transition to a clean energy future.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-MENTOR-PROTEGE-PROGRAM-FOR-FINTECH-SBLC-LENDERS,C-FAS-2023-MENTOR-PROTEGE-PROGRAM-FOR-FINTECH-SBLC-LENDERS,25082,2023-08-24,Developing a Mentor-Protégé Program for Fintech SBLC Lenders,Policy Memo,语境,否,https://fas.org/publication/mentor-protege-program-for-fintech-sblc-lenders/,"To increase lending to low- and moderate-income communities while protecting the 7(a) Loan Program, SBA should establish a mentor-protégé program and conditional certification regime for innovative financial technology companies.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-TRUST-ISSUES,C-FAS-2023-TRUST-ISSUES,25364,2023-09-05,Trust Issues: An Analysis of NSF’s Funding for Trustworthy AI,Report,核心,否,https://fas.org/publication/trust-issues/,"Despite their importance, programs focused on AI trustworthiness form only a small fragment of total funding allocated for AI R&D by the National Science Foundation.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-NUCLEAR-NOTEBOOK-PAKISTAN-NUCLEAR-WEAPONS-2023,C-FAS-2023-NUCLEAR-NOTEBOOK-PAKISTAN-NUCLEAR-WEAPONS-2023,25489,2023-09-14,"Nuclear Notebook: Pakistan Nuclear Weapons, 2023",Report,语境,否,https://fas.org/publication/nuclear-notebook-pakistan-nuclear-weapons-2023/,The FAS Nuclear Notebook is one of the most widely sourced reference materials worldwide for reliable information about the status of nuclear weapons and has been published in the Bulletin of the Atomic Scientists since 1987. The Nuclear Notebook is researched and written by the staff of the Federation of American Scientists’ Nuclear Information Project: Director Hans […],FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-MENTAL-WEALTH-OBSERVATORY,C-FAS-2023-MENTAL-WEALTH-OBSERVATORY,25510,2023-09-18,Towards a Well-Being Economy: Establishing an American Mental Wealth Observatory,Policy Memo,语境,否,https://fas.org/publication/mental-wealth-observatory/,Enhancing recovery rates among individuals grappling with mental health and substance use issues requires a multi-pronged approach.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-BIONETWORK-BIOMANUFACTURING,C-FAS-2023-BIONETWORK-BIOMANUFACTURING,25983,2023-10-10,BioNETWORK: The Internet of Distributed Biomanufacturing,Policy Memo,核心,否,https://fas.org/publication/bionetwork-biomanufacturing/,The future of industrial growth resides in the establishment of biotechnology as a new pillar of industrial domestic manufacturing. Here’s how BioNETWORK will advance domestic biomanufacturing.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-UNLOCKING-AMERICAN-COMPETITIVENESS-AI-EO,C-FAS-2023-UNLOCKING-AMERICAN-COMPETITIVENESS-AI-EO,26437,2023-10-30,Unlocking American Competitiveness: Understanding the Reshaped Visa Policies under the AI Executive Order,Report,支撑,否,https://fas.org/publication/unlocking-american-competitiveness-ai-eo/,The looming competition for global talent has brought forth a necessity to evaluate and update the policies concerning international visa holders in the United States.,FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
C-FAS-2023-COMMUNITY-COLLEGES-ECONOMIC-MOBILITY,C-FAS-2023-COMMUNITY-COLLEGES-ECONOMIC-MOBILITY,26564,2023-10-31,Turning Community Colleges into Engines of Economic Mobility and Dynamism,Policy Memo,支撑,否,https://fas.org/publication/community-colleges-economic-mobility/,"Here is how smart education policy can make community colleges drivers of economic mobility, employment, and dynamism in local communities.",FAS官方WordPress Reports/Policy Memos元数据,总目录保留；科研机制、创新制度、关键技术、中国科技比较或跨期节点进入全文层,2026-08-23
