报告ID,统一目录报告ID,DOI,ISSN,系列,发布日期,报告名称,作者,科学技术创新主题,中国关联,DOI入口,OECD落地页,登记机构,资料层级,全文策略,源文件SHA256,采集日期
C-OECD-DOI-E1A12ADE-FR,C-OECD-DOI-E1A12ADE-FR,10.1787/e1a12ade-fr,2071-6826,OECD Digital Economy Papers,2022-07-29,L’établissement de rapports de transparence sur les contenus terroristes et extrémistes violents en ligne,,科学技术创新综合目录,否,https://doi.org/10.1787/e1a12ade-fr,https://www.oecd-ilibrary.org/science-and-technology/l-etablissement-de-rapports-de-transparence-sur-les-contenus-terroristes-et-extremistes-violents-en-ligne_e1a12ade-fr,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-CE07B7C3-EN,C-OECD-DOI-CE07B7C3-EN,10.1787/ce07b7c3-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2022-08-02,"Towards a new stage in Norway's science, technology and innovation system",,科学体系与基础研究；技术创新与关键技术；创新政策与研发治理,否,https://doi.org/10.1787/ce07b7c3-en,https://www.oecd.org/en/publications/towards-a-new-stage-in-norway-s-science-technology-and-innovation-system_ce07b7c3-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-08F79EDD-EN,C-OECD-DOI-08F79EDD-EN,10.1787/08f79edd-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2022-08-19,Co-creation during COVID-19,,科学技术创新综合目录,否,https://doi.org/10.1787/08f79edd-en,https://www.oecd.org/en/publications/co-creation-during-covid-19_08f79edd-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-E11C5274-EN,C-OECD-DOI-E11C5274-EN,10.1787/e11c5274-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2022-08-19,How did COVID-19 shape co-creation?,,科学技术创新综合目录,否,https://doi.org/10.1787/e11c5274-en,https://www.oecd-ilibrary.org/science-and-technology/how-did-covid-19-shape-co-creation_e11c5274-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-15475840-EN,C-OECD-DOI-15475840-EN,10.1787/15475840-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2022-08-25,Towards a new vision of innovation through COVID-19?,,创新政策与研发治理,否,https://doi.org/10.1787/15475840-en,https://www.oecd-ilibrary.org/science-and-technology/towards-a-new-vision-of-innovation-through-covid-19_15475840-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-D686818D-EN,C-OECD-DOI-D686818D-EN,10.1787/d686818d-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2022-09-07,Implementing the OECD Frascati Manual,,科学技术创新综合目录,否,https://doi.org/10.1787/d686818d-en,https://www.oecd.org/en/publications/implementing-the-oecd-frascati-manual_d686818d-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-4805D3F5-EN,C-OECD-DOI-4805D3F5-EN,10.1787/4805d3f5-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2022-09-16,Micro-data based insights on trends in business R&D performance and funding,,科学体系与基础研究；技术创新与关键技术；创新政策与研发治理；产业创新转化与区域生态,否,https://doi.org/10.1787/4805d3f5-en,https://www.oecd-ilibrary.org/science-and-technology/micro-data-based-insights-on-trends-in-business-r-d-performance-and-funding_4805d3f5-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-285D7875-EN,C-OECD-DOI-285D7875-EN,10.1787/285d7875-en,2071-6826,OECD Digital Economy Papers,2022-10-12,Security of the Domain Name System (DNS),,安全供应链与治理边界（次级）,否,https://doi.org/10.1787/285d7875-en,https://www.oecd.org/en/publications/security-of-the-domain-name-system-dns_285d7875-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-40BE69C8-EN,C-OECD-DOI-40BE69C8-EN,10.1787/40be69c8-en,2071-6826,OECD Digital Economy Papers,2022-10-12,Routing security,,安全供应链与治理边界（次级）,否,https://doi.org/10.1787/40be69c8-en,https://www.oecd-ilibrary.org/science-and-technology/routing-security_40be69c8-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-175E7CE5-EN,C-OECD-DOI-175E7CE5-EN,10.1787/175e7ce5-en,2071-6826,OECD Digital Economy Papers,2022-10-20,Developments in spectrum management for communication services,,科学技术创新综合目录,否,https://doi.org/10.1787/175e7ce5-en,https://www.oecd-ilibrary.org/science-and-technology/developments-in-spectrum-management-for-communication-services_175e7ce5-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-F02209E6-EN,C-OECD-DOI-F02209E6-EN,10.1787/f02209e6-en,2071-6826,OECD Digital Economy Papers,2022-10-24,Communication regulators of the future,,创新政策与研发治理,否,https://doi.org/10.1787/f02209e6-en,https://www.oecd-ilibrary.org/science-and-technology/communication-regulators-of-the-future_f02209e6-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-6D7EA79C-EN,C-OECD-DOI-6D7EA79C-EN,10.1787/6d7ea79c-en,2071-6826,OECD Digital Economy Papers,2022-10-25,Enhancing online disclosure effectiveness,,科学技术创新综合目录,否,https://doi.org/10.1787/6d7ea79c-en,https://www.oecd-ilibrary.org/science-and-technology/enhancing-online-disclosure-effectiveness_6d7ea79c-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-A1621FC3-EN,C-OECD-DOI-A1621FC3-EN,10.1787/a1621fc3-en,2071-6826,OECD Digital Economy Papers,2022-10-25,Transparency reporting on terrorist and violent extremist content online 2022,,科学技术创新综合目录,否,https://doi.org/10.1787/a1621fc3-en,https://www.oecd-ilibrary.org/science-and-technology/transparency-reporting-on-terrorist-and-violent-extremist-content-online-2022_a1621fc3-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-44F5E846-EN,C-OECD-DOI-44F5E846-EN,10.1787/44f5e846-en,2071-6826,OECD Digital Economy Papers,2022-10-26,Dark commercial patterns,,科学技术创新综合目录,否,https://doi.org/10.1787/44f5e846-en,https://www.oecd.org/en/publications/dark-commercial-patterns_44f5e846-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-866856BE-EN,C-OECD-DOI-866856BE-EN,10.1787/866856be-en,2307-4957,"OECD Science, Technology and Industry Policy Papers",2022-11-04,A new landscape for space applications,,技术创新与关键技术,否,https://doi.org/10.1787/866856be-en,https://www.oecd.org/en/publications/a-new-landscape-for-space-applications_866856be-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,c51d396460d6e6c2311bd33ef0ad155a6297aadbdd786cfc85a4cf1691e29e13,2026-08-22
C-OECD-DOI-07C3EB90-EN,C-OECD-DOI-07C3EB90-EN,10.1787/07c3eb90-en,2071-6826,OECD Digital Economy Papers,2022-11-15,Building better societies through digital policy,,技术创新与关键技术；创新政策与研发治理,否,https://doi.org/10.1787/07c3eb90-en,https://www.oecd.org/en/publications/building-better-societies-through-digital-policy_07c3eb90-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-7BABF571-EN,C-OECD-DOI-7BABF571-EN,10.1787/7babf571-en,2071-6826,OECD Digital Economy Papers,2022-11-15,Measuring the environmental impacts of artificial intelligence compute and applications,,技术创新与关键技术,否,https://doi.org/10.1787/7babf571-en,https://www.oecd.org/en/publications/measuring-the-environmental-impacts-of-artificial-intelligence-compute-and-applications_7babf571-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-865F8426-EN,C-OECD-DOI-865F8426-EN,10.1787/865f8426-en,2071-6826,OECD Digital Economy Papers,2022-11-15,Putting people first in digital transformation,,技术创新与关键技术,否,https://doi.org/10.1787/865f8426-en,https://www.oecd.org/en/publications/putting-people-first-in-digital-transformation_865f8426-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-F0A7BAAF-EN,C-OECD-DOI-F0A7BAAF-EN,10.1787/f0a7baaf-en,2071-6826,OECD Digital Economy Papers,2022-11-15,Digital enablers of the global economy,,技术创新与关键技术；国际合作开放科学与比较,否,https://doi.org/10.1787/f0a7baaf-en,https://www.oecd-ilibrary.org/science-and-technology/digital-enablers-of-the-global-economy_f0a7baaf-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-F94DF8EC-EN,C-OECD-DOI-F94DF8EC-EN,10.1787/f94df8ec-en,2071-6826,OECD Digital Economy Papers,2022-11-15,Harnessing the power of AI and emerging technologies,,技术创新与关键技术,否,https://doi.org/10.1787/f94df8ec-en,https://www.oecd.org/en/publications/harnessing-the-power-of-ai-and-emerging-technologies_f94df8ec-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-97FBC441-FR,C-OECD-DOI-97FBC441-FR,10.1787/97fbc441-fr,2071-6826,OECD Digital Economy Papers,2022-12-02,Les leviers numériques de l’économie mondiale,,科学技术创新综合目录,否,https://doi.org/10.1787/97fbc441-fr,https://www.oecd-ilibrary.org/science-and-technology/les-leviers-numeriques-de-l-economie-mondiale_97fbc441-fr,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-7781A262-FR,C-OECD-DOI-7781A262-FR,10.1787/7781a262-fr,2071-6826,OECD Digital Economy Papers,2022-12-06,Exploiter la puissance de l’IA et des technologies émergentes,,技术创新与关键技术,否,https://doi.org/10.1787/7781a262-fr,https://www.oecd-ilibrary.org/science-and-technology/exploiter-la-puissance-de-l-ia-et-des-technologies-emergentes_7781a262-fr,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-AE351ABF-EN,C-OECD-DOI-AE351ABF-EN,10.1787/ae351abf-en,1815-1965,"OECD Science, Technology and Industry Working Papers",2022-12-07,Quantifying industrial strategies (QuIS),,产业创新转化与区域生态,否,https://doi.org/10.1787/ae351abf-en,https://www.oecd.org/en/publications/quantifying-industrial-strategies-quis_ae351abf-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,e0a1bae13f54a326d73167dcf240f58c62ac1a7547d6903d7e6c8125d41c5dd8,2026-08-22
C-OECD-DOI-87374DDE-FR,C-OECD-DOI-87374DDE-FR,10.1787/87374dde-fr,2071-6826,OECD Digital Economy Papers,2022-12-08,Bâtir des sociétés meilleures grâce aux politiques du numérique,,科学技术创新综合目录,否,https://doi.org/10.1787/87374dde-fr,https://www.oecd.org/fr/publications/batir-des-societes-meilleures-grace-aux-politiques-du-numerique_87374dde-fr.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-A4754259-FR,C-OECD-DOI-A4754259-FR,10.1787/a4754259-fr,2071-6826,OECD Digital Economy Papers,2022-12-08,Placer l’humain au cœur de la transformation numérique,,科学技术创新综合目录,否,https://doi.org/10.1787/a4754259-fr,https://www.oecd-ilibrary.org/science-and-technology/placer-l-humain-au-c-ur-de-la-transformation-numerique_a4754259-fr,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-139B32AD-EN,C-OECD-DOI-139B32AD-EN,10.1787/139b32ad-en,2071-6826,OECD Digital Economy Papers,2022-12-14,Fostering cross-border data flows with trust,,技术创新与关键技术,否,https://doi.org/10.1787/139b32ad-en,https://www.oecd-ilibrary.org/science-and-technology/fostering-cross-border-data-flows-with-trust_139b32ad-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-2182CE9F-EN,C-OECD-DOI-2182CE9F-EN,10.1787/2182ce9f-en,2071-6826,OECD Digital Economy Papers,2022-12-14,Responding to societal challenges with data,,技术创新与关键技术,否,https://doi.org/10.1787/2182ce9f-en,https://www.oecd-ilibrary.org/science-and-technology/responding-to-societal-challenges-with-data_2182ce9f-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-7B1A2D70-EN,C-OECD-DOI-7B1A2D70-EN,10.1787/7b1a2d70-en,2071-6826,OECD Digital Economy Papers,2022-12-14,Data shaping firms and markets,,技术创新与关键技术；产业创新转化与区域生态,否,https://doi.org/10.1787/7b1a2d70-en,https://www.oecd.org/en/publications/data-shaping-firms-and-markets_7b1a2d70-en.html,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
C-OECD-DOI-923230A6-EN,C-OECD-DOI-923230A6-EN,10.1787/923230a6-en,2071-6826,OECD Digital Economy Papers,2022-12-14,Measuring the value of data and data flows,,技术创新与关键技术,否,https://doi.org/10.1787/923230a6-en,https://www.oecd-ilibrary.org/science-and-technology/measuring-the-value-of-data-and-data-flows_923230a6-en,Organisation for Economic Co-Operation and Development (OECD),DOI注册元数据与OECD正式系列,不自动下载；由机构—节点—主题覆盖缺口触发,fc839c084134edbc6672e64c02e648c1872c7c403c902f505a2ce425b91f11c1,2026-08-22
