报告ID,报告编号,发布日期,观察窗,日文题名,语言,报告类型,资料角色,科技关联层级,主题标签,官方落地页,官方PDF,本地原始资产,本地文本,本地切片或转写,字节数,SHA256,PDF页数,提取文本字符数,本地状态,错误,获取日期
C-CRDS-FY2023-RR-05,CRDS-FY2023-RR-05,2023-12-01,W3,イノベーションエコシステム調査　創薬のオープンイノベーションの潮流,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-RR-05.html,https://www.jst.go.jp/crds/pdf/2023/RR/CRDS-FY2023-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-RR-05.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-RR-05.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-RR-05.md,4897356,1751e2356ef042f2ff4317bbbb878d902dbe2da39eb1fffc60ae7e4fb6b225a9,63,51060,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2023-RR-06,CRDS-FY2023-RR-06,2024-02-01,W3,Beyond Disciplines　～CRDSが着目する研究開発の潮流2024～,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-RR-06.html,https://www.jst.go.jp/crds/pdf/2023/RR/CRDS-FY2023-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-RR-06.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-RR-06.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-RR-06.md,2300099,336410114040726c89688e0863cef976db53fed5cb7f20c8283bb2ba85372f2a,49,71241,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2023-FR-01,CRDS-FY2023-FR-01,2024-03-01,W3,主要国・地域の科学技術・イノベーション政策動向（2024年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-FR-01.html,https://www.jst.go.jp/crds/pdf/2023/FR/CRDS-FY2023-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-FR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-FR-01.md,11782105,5de6b8257887401853eb2d7273ac5bd05320bce0a3c84bd6aad7d43fb355124f,369,645031,官方PDF已保存并校验,,2026-08-22
S-CRDS-2024-01,CRDS-FY2023-RR-07,2024-03-01,W3,科学技術・イノベーション政策に関する世界の潮流（2024年）,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-RR-07.html,https://www.jst.go.jp/crds/pdf/2023/RR/CRDS-FY2023-RR-07.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\S-CRDS-2024-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\S-CRDS-2024-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\S-CRDS-2024-01.md,4505433,3ba77eb05caf75f96cc8761065b08a6a2ddc47e055798016f82f06921ac8ba94,85,137153,复用库内既有资产,,2026-08-22
C-CRDS-FY2023-RR-08,CRDS-FY2023-RR-08,2024-03-01,W3,米国における研究セキュリティの取組み－研究の開放性と安全の両立に向けて,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-RR-08.html,https://www.jst.go.jp/crds/pdf/2023/RR/CRDS-FY2023-RR-08_summary.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-RR-08.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-RR-08.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-RR-08.md,1658112,982994634431e8512a31bfa336334bd96faf9de27b3beccf3652da0dabef04ee,10,11525,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2023-RR-09,CRDS-FY2023-RR-09,2024-03-01,W3,海外の「総合知」事例 －社会課題解決に向けた研究・イノベーションにおける知の融合－,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-RR-09.html,https://www.jst.go.jp/crds/pdf/2023/RR/CRDS-FY2023-RR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-RR-09.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-RR-09.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-RR-09.md,3228314,0cb68d96e6fb8a96609fa5cfbb8c85707b3d884d6ab3ba874ad435bc540a25c5,71,110169,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2023-SP-03,CRDS-FY2023-SP-03,2024-03-01,W3,次世代AIモデルの研究開発,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-SP-03.html,https://www.jst.go.jp/crds/pdf/2023/SP/CRDS-FY2023-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-SP-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-SP-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-SP-03.md,4667501,df08da1b628e6dd42fa04d8ab9316b297fb3dba94e81baf706a3347a98024810,88,128693,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2023-SP-04,CRDS-FY2023-SP-04,2024-03-01,W3,健康・医療リアルワールドデータ利活用基盤の構築と生成AIへの展開,日文,研究推进战略建议,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-SP-04.html,https://www.jst.go.jp/crds/pdf/2023/SP/CRDS-FY2023-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-SP-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-SP-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-SP-04.md,4943074,1d7e26057b7cbd4425fce7a20004927656505668c545311c3d44b4066621c24c,59,82211,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2023-XR-01,CRDS-FY2023-XR-01,2024-03-01,W3,日本語仮訳：COVID-19、レジリエンスと科学・政策・社会の接点　OECD科学技術産業政策ポリシーペーパー（155 号）,日文,海外科技政策调查,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2023-XR-01.html,https://www.jst.go.jp/crds/pdf/2023/XR/CRDS-FY2023-XR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2023-XR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2023-XR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2023-XR-01.md,3771308,095a5b30ecdb3ea01ce00af03ec7da952f4a91ecaa00c43d4a465fc98f400a59,98,191256,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-01,CRDS-FY2024-RR-01,2024-04-01,W3,未来洞察に関する諸外国の政策上の取り組み　～今後の研究開発戦略やファンディング領域の検討に向けた基礎調査～,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-01.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-01.md,3836961,21fa4361c6fa8f8b57493c86e60db65995b1715c5134112fd4fa0ff3b9a48177,131,212367,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-02,CRDS-FY2024-RR-02,2024-04-01,W3,社会変革型イノベーション政策/ミッション志向型イノベーション政策の推進に関する国内外の動向,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-02.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-02.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-02.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-02.md,4961217,45ad74d88255c83e2329647e2d38f46e7523bca7228809f6474a6935a36f35e8,61,81977,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-FR-01,CRDS-FY2024-FR-01,2024-06-01,W3,研究開発の俯瞰報告書　論文・特許データから見る研究開発動向（2024年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较；中国科技政策与能力比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-01.html,https://www.jst.go.jp/crds/pdf/2024/FR/CRDS-FY2024-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-01.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-01.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-FR-01.md,62831606,b1caed2d88a639499a253394c9fc05cbdaaf44cdead7be169b1310565908e7b6,663,299322,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-03,CRDS-FY2024-RR-03,2024-07-01,W3,研究機器・装置開発の諸課題 —新たな研究を拓く機器開発とその実装・エコシステム形成へ向けて—（市場動向・海外政策動向アップデート版）（—The Beyond Disciplines Collection—）,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-03.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-03.md,20474146,a850695c158a79a4dac932ad547d4d7bd4d90fc98928ef501eaff27648aeddae,109,130194,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-RR-04,CRDS-FY2024-RR-04,2024-08-01,W3,プレプリントサーバーarXivを利用したAI分野の研究動向俯瞰調査,日文,调查分析报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-RR-04.html,https://www.jst.go.jp/crds/pdf/2024/RR/CRDS-FY2024-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-RR-04.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-RR-04.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-RR-04.md,13280011,bed92fe9d0ffca1d7c01146e1cabcd45c0940cda88aa7157727d1757b7ded433,73,72694,官方PDF已保存并校验,,2026-08-22
C-CRDS-FY2024-FR-03,CRDS-FY2024-FR-03,2024-09-01,W3,研究開発の俯瞰報告書　システム・情報科学技術分野（2024年）,日文,研究开发全景报告,CRDS机构正式研究,核心科技直接材料,人工智能、机器人与计算系统；芯片、量子、通信与网络安全；先进材料、纳米与制造技术；生命科学、生物技术与医疗；能源、环境与绿色转型；科技创新政策、科研体系与人才；研究安全、科技外交与国际比较,https://www.jst.go.jp/crds/report/CRDS-FY2024-FR-03.html,https://www.jst.go.jp/crds/pdf/2024/FR/CRDS-FY2024-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\原文PDF\C-CRDS-FY2024-FR-03.pdf,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\文本\C-CRDS-FY2024-FR-03.txt,C:\Users\WINDOWS\OneDrive\知识库\智库信息爬虫\国际主要科技智库观点演变_研判\03_证据底稿\切片\C-CRDS-FY2024-FR-03.md,17235689,22ae070e8796458fb8f05c906db50980cf16d11f3fed8afa93057b7bbaf03f1e,726,1433706,官方PDF已保存并校验,,2026-08-22
